Sentences,Date
"MR. CLARKE: When you say no C dot, that is one of the controls you described?",5/9/1995
"DR. COTTON: That is one of the controls, and because we didn't see a C dot, we noted the types that we could see, but that doesn't mean that there aren't other types that we couldn't see.",5/9/1995
"MR. CLARKE: Was there anything about the--well, what types did you see as far as DQ-Alpha was concerned?",5/9/1995
"MR. NEUFELD: Objection, your Honor.",5/9/1995
May we approach?,5/9/1995
THE COURT: Sustained.,5/9/1995
I'm going to sustain the objection.,5/9/1995
MR. CLARKE: Was there anything about the results using DQ-Alpha that excluded Mr. Simpson?,5/9/1995
"DR. COTTON: Using DQ-Alpha alone, given that we didn't see a C dot, we can't exclude him.",5/9/1995
MR. CLARKE: What about the polymarker results?,5/9/1995
"DR. COTTON: The polymarker results had a--the control turned out okay and, umm, those results are--hang on one second.",5/9/1995
(Brief pause.),5/9/1995
DR. COTTON: Those results are not consistent with Mr. Simpson.,5/9/1995
"MR. CLARKE: With regard to the other two parties in this case, were those results consistent or inconsistent with them?",5/9/1995
DR. COTTON: They are consistent with Nicole Brown and inconsistent with Ronald Goldman.,5/9/1995
"MR. CLARKE: Let me stop you just for a moment or go back, if I can.",5/9/1995
"When you said there was no C dot on this DQ-Alpha marker, what does that mean?",5/9/1995
DR. COTTON: The C dot is designed to say that you have enough amplified product to reliably interpret your results.,5/9/1995
"If the--if you have no C dot, then what that means is that you may have so little amplified product that you could have a person, for example, that had two alleles but you might only see one of them, so your typing would--the type that you see is one of the types that is there, but it may not be all of the types that are there.",5/9/1995
"MR. CLARKE: Is that one of the built-in controls in the test that you described-- DR. COTTON: Yes, it is.",5/9/1995
MR. CLARKE: --previously.,5/9/1995
"With regard to this result from the shoeprint then, and I'm referring then to the polymarker results, was a particular individual included?",5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: Who was that?,5/9/1995
DR. COTTON: Nicole Brown.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, with regard to the shoeprint, I would ask the Court for permission to remove those covers.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
"MR. NEUFELD: One second, your Honor.",5/9/1995
(Brief pause.),5/9/1995
"MR. NEUFELD: Your Honor, I have an objection.",5/9/1995
May we approach?,5/9/1995
THE COURT: No.,5/9/1995
It has already been taken care of.,5/9/1995
The objection is overruled.,5/9/1995
"MR. CLARKE: Turning your attention, Dr. Cotton, to item no.",5/9/1995
"78, the Ronald Goldman boot drop, you have already described RFLP results over the last couple days, correct?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: How many probes were actually used in this test of that boot drop?,5/9/1995
DR. COTTON: Five.,5/9/1995
MR. CLARKE: And that is the RFLP probes?,5/9/1995
DR. COTTON: Yes.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, with the Court's permission I'm going to ask to remove the cover as far as RFLP testing is concerned.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
MR. CLARKE: Did you also conduct PCR testing with regard to no.,5/9/1995
"78, the boot drop?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
"MR. CLARKE: And did you test that at these six genetic markers, including DQ-Alpha?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: With what results?,5/9/1995
DR. COTTON: The results indicate that there are a mixture of two people in the sample.,5/9/1995
"MR. CLARKE: Far as those results, can you include or exclude any of the three persons; Mr. Simpson, Nicole Brown or Ronald Goldman?",5/9/1995
DR. COTTON: Mr. Simpson is excluded and Nicole Brown and Ronald Goldman cannot be excluded.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, with this item I would ask for permission to remove the two magnetic covers.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
THE COURT: Excuse me.,5/9/1995
"Mr. Fairtlough, before you bring up something that has got a victim's body in it, would you warn me, please.",5/9/1995
"MS. CLARK: Your Honor, could you cut the feed for this?",5/9/1995
"THE COURT: I have, but-- MR. CLARKE: Now, as far as the polymarker results well, let me step--go one step backwards.",5/9/1995
"The DQ-Alpha results on the boot drop, they show what appear to be three types, plus the possibility of a fourth?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: Is that what leads you to the conclusion that that is a mixture?,5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: Did the polymarker results also show a mixture?,5/9/1995
"DR. COTTON: The polymarker results don't have any locus that has three types in it, so it is not clear from the polymarker results alone that there is a mixture, and the differences in the intensities of the blue dots are not really quite good enough to indicate definitely that there is or is not, so the determination that there is a mixture relies on the DQ-Alpha results.",5/9/1995
"MR. CLARKE: Now, as far as those DQ-Alpha results, there are three types listed, 1.1, 1.3 and 4.",5/9/1995
Did you obtain those types?,5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
"MR. CLARKE: And then you also note, do you not, ""possible 1.2""?",5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: Why is it a possible 1.2?,5/9/1995
"DR. COTTON: When you have more than one individual in the DQ-Alpha test, the way the strips are designed is that you wouldn't be able to definitively read the 1.2 if you have a certain combination of alleles, and you have more than one person.",5/9/1995
"If you only have a single person, there is no problem, so when there is clearly a mixture, which there is here, and you can't definitively say whether the 1.2 is there or not, then it is generally reported as you have the alleles that you can define and you have a possible 1.2 and you can't say that it is or is not definitively there.",5/9/1995
"MR. CLARKE: Now, turning your attention to what are listed as items no.",5/9/1995
"84-a and 84-b, the left and right-hand fingernail clippings and scrapings of Nicole Brown, did you type those items using PCR?",5/9/1995
"DR. COTTON: Yes, we did, but you will have to give me a second to locate the report.",5/9/1995
MR. CLARKE: All right.,5/9/1995
If you would.,5/9/1995
(Brief pause.),5/9/1995
"MR. NEUFELD: Your Honor, I would object to foundation on those fingernail scrapings that come--I don't think they were sent directly from-- MS. CLARK: Speaking objection.",5/9/1995
"MR. CLARKE: Excuse me, your Honor.",5/9/1995
THE COURT: Mr. Clarke.,5/9/1995
MR. CLARKE: I believe that was a speaking objection.,5/9/1995
THE COURT: It was.,5/9/1995
"MR. NEUFELD: May we approach, your Honor?",5/9/1995
THE COURT: Yes.,5/9/1995
"With the court reporter, please.",5/9/1995
MR. NEUFELD: Thank you.,5/9/1995
(The following proceedings were held at the bench:) THE COURT: All right.,5/9/1995
We are over at the side bar.,5/9/1995
MR. NEUFELD: At least two of us are.,5/9/1995
THE COURT: Mr. Clarke.,5/9/1995
MR. CLARKE: Yes.,5/9/1995
"MR. NEUFELD: My-- THE COURT: Mr. Neufeld, it is your objection.",5/9/1995
MR. NEUFELD: Yeah.,5/9/1995
"Correct me if I am mistaken, but aren't the fingernail scrapings, were they sent directly to Cellmark by LAPD or were extraction tubes at least as to some of the fingernail scrapings and fingernails sent from DOJ to Cellmark?",5/9/1995
"MR. CLARKE: The answer is the latter and Mr. Sims, the next witness, is going to establish that foundation.",5/9/1995
THE COURT: All right.,5/9/1995
MR. NEUFELD: Objection.,5/9/1995
"My objection is to foundation, that clearly, at least through this witness, they cannot establish the necessary foundation or chain of custody and there has not even been any chain of custody with respect to this from Mr. Matheson.",5/9/1995
And I would object to any results coming in for those items which no foundation has been established.,5/9/1995
THE COURT: I will overrule the objection subject to a motion to strike.,5/9/1995
"MR. COCHRAN: One second, your Honor.",5/9/1995
(Discussion held off the record between Defense counsel.),5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
"MR. NEUFELD: The other matter which I wanted to bring to the Court's attention was when the witness testified that there was no control dot on the DQ-Alpha typing, and therefore it was inconclusive, she wouldn't call it, give her own protocol, and you sustained my objection to that to prevent her from testifying to it, what he put up on the board when he pulled away the card -- THE COURT: Mr. Neufeld, here is the problem.",5/9/1995
You have had extensive opportunity to look at that board previously and we had a long discussion about it.,5/9/1995
You've had your opportunity to object to it.,5/9/1995
"To interpose an objection now is a little late, but on this part I think it is no harm, no foul, because the board does say ""control dots"" and it does indicate--does factually relate what occurred there.",5/9/1995
"And the witness' testimony was that it was an inconclusive result, so the objection is overruled.",5/9/1995
"MR. NEUFELD: But do the boards say ""o control"" or ""no control""?",5/9/1995
THE COURT: Zero.,5/9/1995
MR. CLARKE: Zero.,5/9/1995
"While we are here, it is very crowded over there, but I would normally agree that is fair game, but they have a copy of that board.",5/9/1995
That is why I don't think it is necessary that there be so many attorneys over there.,5/9/1995
"If there was no copy, I don't agree.",5/9/1995
MR. NEUFELD: I don't think there is any reason to have a board of every Bundy stain.,5/9/1995
"They can move this entire board over there, your Honor, and everybody can see it.",5/9/1995
"THE COURT: Counsel, when you present your part of the case, you get to put them any where you want.",5/9/1995
All right?,5/9/1995
MR. NEUFELD: All right.,5/9/1995
THE COURT: Let's proceed.,5/9/1995
MR. NEUFELD: All right.,5/9/1995
(The following proceedings were held in open court:) THE COURT: All right.,5/9/1995
"Thank you, counsel.",5/9/1995
"Mr. Clarke, would you continue.",5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
"MR. CLARKE: Thank you, your Honor.",5/9/1995
"MR. CLARKE: Dr. Cotton, with regard to 84-a, and let's start there, Nicole Brown Simpson's left nail clippings--I'm sorry, left nail-- THE COURT: Start again.",5/9/1995
"MR. CLARKE: Let me try again, your Honor.",5/9/1995
THE COURT: Please.,5/9/1995
MR. CLARKE: With regard to no.,5/9/1995
"84-a the left nail clippings and scrapings, did you test that particular item?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: And did you observe that or was it tested using PCR?,5/9/1995
"DR. COTTON: Yes, it was.",5/9/1995
MR. CLARKE: With what results?,5/9/1995
DR. COTTON: We are now on 84-a?,5/9/1995
MR. CLARKE: Yes.,5/9/1995
DR. COTTON: Okay.,5/9/1995
The results from the PCR testing on 84-a are consistent with Nicole Brown Simpson and exclude Ronald Goldman and Mr. Simpson.,5/9/1995
MR. CLARKE: All right.,5/9/1995
And that was at again six genetic markers?,5/9/1995
DR. COTTON: That's right.,5/9/1995
MR. CLARKE: All right.,5/9/1995
"Your Honor, with the Court's permission as to that item, the left nail clippings and scrapings, I'm going to ask for permission to remove the covers.",5/9/1995
THE COURT: Yes.,5/9/1995
(Brief pause.),5/9/1995
"MR. CLARKE: Turning your attention now to what is marked 84-a, the right nail clippings and scrapings from Nicole Brown, did you also perform testing on that item?",5/9/1995
"DR. COTTON: Yes, we did.",5/9/1995
MR. CLARKE: With what result?,5/9/1995
DR. COTTON: They are consistent with Nicole Brown and they exclude Mr. Goldman and Mr. Simpson.,5/9/1995
MR. CLARKE: At the same six different markers?,5/9/1995
DR. COTTON: That's right.,5/9/1995
"MR. CLARKE: May I ask for the same permission, your Honor?",5/9/1995
THE COURT: Proceed.,5/9/1995
(Discussion held off the record between the Deputy District Attorneys.),5/9/1995
