Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
"You will also hear from multiple witnesses who, like the police officers, saw Ms. Heard between May 21 and May 26.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 21 and May 26', 'score': 0.725, 'start_pos': 96, 'end_pos': 113}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE']",,,,
"Those are the crucial days between the alleged incident and the day she walked into court with her lawyer and

got an ex parte order.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'the crucial days', 'score': 0.946, 'start_pos': 10, 'end_pos': 26}]","['O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And those witnesses will testify that they saw her without any marks, any signs of injuries on her face.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And you will hear from multiple witnesses, including Brandon Patterson, who is the manager of the Eastern Columbia Building, where Mr. Depp and Ms.
Heard live together.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear Mr. Patterson say that he .,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"and others will say as well, that they saw a surveillance video from the week of May 21st that showed Ms. Heard's sister, Whitney, throw a fake punch at Ms. Heard's face.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'the week of May 21st', 'score': 0.845, 'start_pos': 69, 'end_pos': 89}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
Let's just stop there.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"This is the surveillance video you will hear about where the sister of the alleged victim threw a fake punch at her sister, allegedly, which allegedly occurred, this incident, only a couple of days earlier, Ms. Heard acting out being punched, responding to the fake punch, and the two laughing about it.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'only a couple of days earlier', 'score': 0.76, 'start_pos': 176, 'end_pos': 205}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
So you have the alleged victim and the sister laughing about a fake punch.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And you will have to decide for yourself, or we ask that you please decide for yourself, would anyone ever joke about that if there had been actual abuse, much less, ask yourself, would a sister ever joke with an alleged victim about being punched by her husband?",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Of course, none of this contradicting evidence was publicly available when Ms. Heard walked into court on May 27th and got her restraining order.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 27th', 'score': 0.987, 'start_pos': 106, 'end_pos': 114}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",,,,
"Instead, as you can imagine, the media storm was instantaneous.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You will hear about and see some of that media coverage, which published pictures of Ms. Heard walking into court, and other pictures supposedly showing injuries supposedly caused by Mr. Depp, a man who had never been accused of abuse of a woman.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The evidence will show that Mr. Depp and Ms. Heard eventually settled their divorce out of court.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Thereafter, Ms. Heard dismissed her restraining order against Mr. Depp.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
But Ms. Heard's false claim that Mr. Depp had abused her remained in the public sphere.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
It didn't go away.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The images were permanent.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And the evidence will show that, two years later, which is why we're pointing to that, that reference in the op-ed, in the wake of the #MeToo movement, and just before the release of Ms. Heard's role in the movie ""Aquaman,"" Ms. Heard chose to remind the world about the festering allegations, this time under the banner of a national, international newspaper, ""The Washington Post.""",TST,Depp,4/12/2022,Civil,,1.0,"[{'text': 'two years later', 'score': 0.796, 'start_pos': 33, 'end_pos': 48}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","And the evidence will show that, xxxtwo years laterxxx, which is why we're pointing to that, that reference in the op-ed, in the wake of the #MeToo movement, and just before the release of Ms. Heard's role in the movie ""Aquaman,"" Ms. Heard chose to remind the world about the festering allegations, this time under the banner of a national, international newspaper, ""The Washington Post.""",EJG,
"In the op-ed, in her op-ed, Ms.
Heard again painted herself as the innocent victim of abuse, but this time, this time with a wider audience primed to take action against industry powerhouses accused of abuse.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The evidence will show that the clear implication in Ms. Heard's op-ed that you have in front of you was that she was the victim of domestic abuse perpetrated by Mr. Depp.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The evidence will show that that was a lie, and it remains a lie, when it was repeated and republished two years later.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'two years later', 'score': 0.846, 'start_pos': 103, 'end_pos': 118}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE']",,,,
"Hollywood studios don't want to deal with the public backlash from hiring someone accused of abuse, even someone with the incredible body of work and record that Mr. Depp can be proud of.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
A false allegation can devastate a career.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And it can devastate a family.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And the evidence will show that Ms. Heard's false allegations had a significant impact on Mr. Depp's family and his ability to work in the profession he loved and loved to bring joy to everyone.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Ultimately, this trial is about clearing Mr. Depp's name of a terrible and false allegation.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"We ask you, in the next several weeks, to please, please, carefully consider the evidence, assess the reliability and credibility of that evidence, and to make your own determination about what actually happened between Mr. Depp and Ms. Heard.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'the next several weeks', 'score': 0.876, 'start_pos': 15, 'end_pos': 37}]","['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And to tell you more about that, I am going to turn it over to my colleague, Camille Vasquez, who you had the pleasure of meeting yesterday.",TST,Depp,4/12/2022,Civil,,1.0,"[{'text': 'yesterday', 'score': 0.991, 'start_pos': 130, 'end_pos': 139}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","And to tell you more about that, I am going to turn it over to my colleague, Camille Vasquez, who you had the pleasure of meeting xxxyesterdayxxx.",EJG,
Thank you all for your attention.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Ms. Vasquez.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
" Your Honor, may I approach?",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 Sure.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
 There we go.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
[inaudible 00:18:53].,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Thank you.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Thank you, Ben.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And good morning.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Over the course of this trial, you're going to have an opportunity to get to know Johnny Depp, not the characters he's portrayed but the man himself.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You will hear from Mr. Depp directly, but you will also hear from his friends, his family, and employees.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear from people who have known him for decades.,TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
"They have seen him at his best, and they have seen him at his worst.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And they will tell you, each of them, that he is a kind soul who has never and would never raise a hand to a woman.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear that Mr. Depp learned at a very young age how to coexist with an abusive woman.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You will learn from Mr. Depp's sister, Christi, and from Mr. Depp that their mother, Betty Sue, lived in a constant state of anger that would boil over daily, in vicious words and violence, directed at her husband and their children.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'daily', 'score': 0.814, 'start_pos': 152, 'end_pos': 157}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"And you will hear how Mr. Depp, who had the personality of his father, coped with that abuse in the same way his father did.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He just took it.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The evidence will show that Mr. Depp learned that the best

way to deal with violence was to leave, to get away from it, give her time to cool down.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
But he never turned his back on his mother.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Mr. Depp loved his mother, and he cared for her until the day she died.",TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear how Mr. Depp came to Los Angeles as a teenager.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He first planned to be a musician, then became an actor, and eventually, thanks to his talent, his dedication, and a lot of hard work, grew into one of the biggest movie stars in the world.",TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He had relationships with major figures, in Hollywood and elsewhere, like Winona Ryder, Kate Moss.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And before he met Amber Heard, he was with the same woman, Vanessa Paradis, for 14 years.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': '14 years', 'score': 0.744, 'start_pos': 80, 'end_pos': 88}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE']",,,,
He had two children with her.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And even though he was a megastar, they had a quiet, domestic life.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"In fact, you'll hear, as Mr.
Chew already told you, that in Mr. Depp's 58 years, not a single woman has ever accused him of violence, and nobody, in Hollywood or the world, had any reason to believe he was an abuser, until Ms. Heard publicly accused him in 2016.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': '58 years', 'score': 0.893, 'start_pos': 71, 'end_pos': 79}, {'text': '2016', 'score': 0.999, 'start_pos': 257, 'end_pos': 261}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
You're also going to hear evidence about Ms. Heard.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You're going to learn that she's a profoundly troubled person, who manipulates the people around her just like she manipulated Mr.
Depp.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Ms. Heard came to Los Angeles and sought a career in acting after Mr. Depp was well established as a movie star.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Mr. Depp and Ms. Heard first met in 2009 on the set of the film ""The Rum Diary.""",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': '2009', 'score': 0.996, 'start_pos': 36, 'end_pos': 40}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"There was a significant age difference between them, and at first, he avoided her advances.",TR,Depp,4/12/2022,Civil,,0.0,[],,,,,
But she pursued him.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
She wooed him.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The evidence will show that Ms. Heard went to great lengths to win him over by playing the doting girlfriend.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And it worked.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He fell head over heels in love with her.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Those who watched this relationship developed saw red flags all over the place.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will hear from them in this trial.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And over time, the real Ms. Heard began to emerge.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"She would berate him, scream at him.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He would try to appease her and sometimes, just sometimes, things would get better.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
But it would always happen again.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
The evidence will show that Mr. Depp started coping with Ms. Heard in the same way he did as a child.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"He would try to get away, avoid the conflict.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
But his trying to leave enraged Ms. Heard.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"She would resort to physical violence, throwing things at him, hitting him.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
She would tell him he was a coward.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
She would tell him he wasn't man enough because he wouldn't stay and fight with her.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
You will see that Ms. Heard equated anger and violence with passion.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
She would apologize with poetic excuses as if the violence just proved how fierce and overwhelming her love for him was.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And you're going to hear that, when Ms. Heard got violent, Mr. Depp would just retreat, just as he did with his mother.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
He would try to leave to get away from her.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"In her words, Ms. Heard's

words, he would split.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Mr. Depp would often retreat into bathrooms, lock the doors, wait out Ms. Heard's aggression.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
But his leaving just provoked her more.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You will hear from Mr. Depp's security people, like Sean Bett, about how they often had to remove Mr. Depp from scenes with Ms. Heard screaming at him, chasing him, trying to keep him from leaving.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You're going to hear evidence that, when Mr. Depp and Ms. Heard traveled together, his team routinely had to book an extra room for him so that he had somewhere to go when Ms. Heard became enraged.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You'll hear from other witnesses, including Mr. Depp and Ms. Heard's marriage counselor, her name is Dr. Laurel Anderson, who perceived Ms. Heard as the aggressor in the relationship, Ms. Heard as the aggressor in the relationship, the one who would strike Mr. Depp to try to keep him from leaving.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"You'll hear from medical professionals who were with Mr. Depp and Ms. Heard, often on a daily basis, for years, including their doctor, David Kipper, and Ms. Heard's personal nurse, her personal assigned nurse, Erin Boerum Falati, who did not see any signs of injuries that Ms. Heard later testified to in graphic detail.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'years', 'score': 0.985, 'start_pos': 105, 'end_pos': 110}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Ms. Heard wants you to ignore the testimony of these medical professionals, who saw her in real-time, just as she wants you to ignore the testimony of the police officers, who testified under oath, who saw her on May 21st, 2016 without any injuries.",TR,Depp,4/12/2022,Civil,,1.0,"[{'text': 'May 21st, 2016', 'score': 0.897, 'start_pos': 213, 'end_pos': 227}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O']",,,,
"But it is up to you, ladies and gentlemen of this jury, to judge the credibility of these witnesses and that of Ms. Heard.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"In this trial, Ms. Heard will undoubtedly present photos that supposedly show injuries she sustained as a result of the claimed abuse by Mr.
Depp.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Here's what you should keep in mind when you see these photographs.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"First, the evidence and expert testimony from forensic pathologist, a doctor, will show that the injuries reflected in these photographs are not consistent with the brutal allegations of abuse Ms. Heard has alleged.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Second, there are multiple, multiple witnesses, including medical professionals and police officers, who will testify that they did not observe the injuries supposedly reflected in these photographs.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"And you may be wondering, ""How can that be?""",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Well, you will hear expert testimony that none of these photographs are the originals, not one, and many are stored in an editing program.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
So they could have been manipulated and cannot be confirmed as authentic.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"Importantly, you will not see a single photograph of the vast majority of the abuse alleged by Ms. Heard.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
Not one.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
And there is not a single photograph or video showing Mr. Depp becoming physically violent towards Ms. Heard.,UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
"The only medical report of an injury during their relationship was a severe one, and it was sustained by Mr. Depp after an argument shortly after their marriage while the couple was in Australia.",UNLABELED,Depp,4/12/2022,Civil,,0.0,[],,,,,
